movieid;title;year;rank;releasedate
2440950;Brooklyn's Finest (2009);2009;6.7 ;2010-03-05
2500489;Critical Condition (1987);1987;5.1 ;1987-01-16
2529048;Demolition Man (1993);1993;6.6 ;1993-10-08
2954316;New Jack City (1991);1991;6.6 ;1991-03-08
3172387;Sugar Hill (1993);1993;5.8 ;1994-02-25
3233620;The Expendables 3 (2014);2014;6.1 ;2014-08-15
2529048;Demolition Man (1993);1993;6.6 ;1993-10-08
2613722;Farewell, My Lovely (1975);1975;7.2 ;1975-08-08
3079876;Rocky IV (1985);1985;6.7 ;1985-11-27
3189583;Tango & Cash (1989);1989;6.3 ;1989-12-22
3233616;The Expendables (2010);2010;6.5 ;2010-08-13
3233620;The Expendables 3 (2014);2014;6.1 ;2014-08-15
2788160;Killer Elite (2011);2011;6.5 ;2011-09-23
3141889;Snatch. (2000);2000;8.3 ;2001-01-19
3233616;The Expendables (2010);2010;6.5 ;2010-08-13
3233620;The Expendables 3 (2014);2014;6.1 ;2014-08-15
3339052;Transporter 3 (2008);2008;6.1 ;2008-11-26
2491926;Conspiracy Theory (1997);1997;6.7 ;1997-08-08
2854851;Lifeforce (1985);1985;6.1 ;1985-06-21
3193535;Ted (2012);2012;7.0 ;2012-06-29
3313188;The Wolverine (2013);2013;6.7 ;2013-07-26
2880557;Madagascar 3: Europe's Most Wanted (2012);2012;7.0 ;2012-06-08
2311467;A Decade of Difference: A Concert Celebrating 10 Years of the William J. Clinton Foundation (2011);2011;3.1 ;2011-10-15
2699160;Highway to Hell (1991);1991;6.0 ;1992-03-13
3061575;Reality Bites (1994);1994;6.6 ;1994-02-18
3138199;Sledge: The Untold Story (2005);2005;2.9 ;2009-01-20
3196634;Tenacious D in The Pick of Destiny (2006);2006;6.8 ;2006-11-22
3310276;The Watch (2012/I);2012;5.7 ;2012-07-27
3343674;Tropic Thunder (2008);2008;7.0 ;2008-08-13
3434137;Zoolander (2001);2001;6.6 ;2001-09-28
2420229;Black Dog (1998);1998;5.2 ;1998-05-01
2559192;Donnie Darko (2001);2001;8.1 ;2001-10-26
2783646;Keeping Mum (2005);2005;6.8 ;2006-10-06
3063337;Red Dawn (1984);1984;6.3 ;1984-08-10
3280448;The Player (1992);1992;7.7 ;1992-05-08
2399825;Battlefield Earth (2000);2000;2.4 ;2000-05-12
2440096;Broken Arrow (1996);1996;6.0 ;1996-02-09
2458948;Carrie (1976);1976;7.4 ;1976-11-03
2864318;Look Who's Talking Too (1990);1990;4.4 ;1990-12-14
2883015;Magnificent Desolation: Walking on the Moon 3D (2005);2005;7.1 ;2005-09-23
2910968;Midnight Movies: From the Margin to the Mainstream (2005);2005;7.4 ;2005-08-05
2921101;Moment by Moment (1978);1978;2.8 ;1978-12-22
3233668;The Experts (1989);1989;4.5 ;1989-01-13
3238250;The Forger (2014);2014;5.7 ;2015-04-24
3408604;Wild Hogs (2007);2007;5.9 ;2007-03-02
2401474;Beatdown (2010);2010;4.5 ;2010-08-31
2679670;Halloween (2007);2007;6.1 ;2007-08-31
2872290;Love, Cheat & Steal (1993);1993;5.0 ;1993-12-05
2950626;Necessary Evil (2008);2008;3.4 ;2008-12-31
3013314;Pendejo (2013);2013;4.3 ;2013-11-13
3191789;Tattoo Nation (2013);2013;6.9 ;2013-04-04
3197082;Tennis, Anyone...? (2005);2005;5.8 ;2006-01-01
3214799;The Boys of Ghost Town (2009);2009;5.2 ;2009-04-21
3286531;The Replacement Killers (1998);1998;6.1 ;1998-02-06
3290186;The Salton Sea (2002);2002;7.2 ;2002-05-17
3405545;Whiteboyz (1999);1999;5.3 ;1999-10-08
2505939;Cyborg (1989);1989;5.0 ;1989-04-07
2525014;Death Warrant (1990);1990;5.6 ;1990-09-14
2885686;Making of 'In Hell' (2003);2003;9.3 ;2003-01-01
2962348;No Retreat, No Surrender (1986);1986;5.6 ;1986-05-02
2968890;Nowhere to Run (1993);1993;5.5 ;1993-01-15
3168125;Street Fighter (1994);1994;3.7 ;1994-12-23
2965124;Noobz (2012);2012;4.9 ;2013-01-25
3161251;Starship Troopers (1997);1997;7.2 ;1997-11-07
3400510;What the #$*! Do We (K)now!? (2004);2004;5.3 ;2004-10-22
2465594;Champs (2015);2015;7.3 ;2015-03-13
2517992;Date Night (2010);2010;6.3 ;2010-04-09
3126094;Shooter (2007/I);2007;7.2 ;2007-03-23
3193535;Ted (2012);2012;7.0 ;2012-06-29
2614404;Fast Five (2011);2011;7.4 ;2011-04-29
2769683;Joy Ride (2001);2001;6.6 ;2001-10-05
3042960;Programmed to Kill (1987);1987;3.8 ;1987-04-01
3326116;Timeline (2003);2003;5.6 ;2003-11-26
2465594;Champs (2015);2015;7.3 ;2015-03-13
2627386;Flight (2012/I);2012;7.3 ;2012-11-02
2631387;For Queen & Country (1988);1988;5.7 ;1989-05-19
2768819;Joshua (1976);1976;4.6 ;1977-03-01
2900821;Mean Johnny Barrows (1976);1976;4.9 ;1976-01-01
2930165;Mr. Mean (1977);1977;5.4 ;1977-12-01
3073793;Ride (1998);1998;4.4 ;1998-03-27
3200290;That Man Bolt (1973);1973;5.6 ;1973-12-01
2296890;16 Blocks (2006);2006;6.6 ;2006-03-03
2314191;A Good Day to Die Hard (2013);2013;5.3 ;2013-02-14
2685219;Hart's War (2002);2002;6.3 ;2002-02-15
2736686;In Country (1989);1989;5.9 ;1989-09-29
2864318;Look Who's Talking Too (1990);1990;4.4 ;1990-12-14
2924600;Moonrise Kingdom (2012);2012;7.8 ;2012-06-29
3053999;RED 2 (2013);2013;6.7 ;2013-07-19
3233616;The Expendables (2010);2010;6.5 ;2010-08-13
3280448;The Player (1992);1992;7.7 ;1992-05-08
3311892;The Whole Nine Yards (2000);2000;6.7 ;2000-02-18
3311898;The Whole Ten Yards (2004);2004;5.4 ;2004-04-09
3348581;Twelve Monkeys (1995);1995;8.1 ;1996-01-05
3359370;Unbreakable (2000);2000;7.2 ;2000-11-22
2651726;Gekijoban Poketto Monsuta besuto uisshu bikutini to kuroki eiyu zekuromu (2011);2011;6.1 ;2011-12-03
2651838;Gekijô ban poketto monsutâ: Daiyamondo & Pâru - Giratina to sora no hanataba Sheimi (2008);2008;6.3 ;2009-02-13
2651860;Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu (2002);2002;6.1 ;2003-05-16
3029011;Poketto monsutâ: Pikachû no natsu-yasumi (1998);1998;5.1 ;1999-11-10
2651775;Gekijouban Poketto monsutâ Adobansu jenerêshon: Myuu to hadou no yuusha Rukario (2005);2005;7.1 ;2006-09-19
2651860;Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu (2002);2002;6.1 ;2003-05-16
3029011;Poketto monsutâ: Pikachû no natsu-yasumi (1998);1998;5.1 ;1999-11-10
2510219;Damarukam (2012);2012;5.3 ;2012-11-22
2646691;Gaganam (2011);2011;7.2 ;2011-02-11
3055722;Ragada (2010);2010;6.1 ;2010-12-24
3125000;Shirdi Sai (2012);2012;7.1 ;2012-09-05
2559357;Dookudu (2011);2011;7.7 ;2011-09-23
2758133;Jalsa (2008);2008;7.2 ;2008-04-02
2621950;Final Justice (1985);1985;2.0 ;1985-05-01
2318037;A Midsummer Night's Dream (1999);1999;6.5 ;1999-05-14
3119060;Shaft (2000);2000;5.9 ;2000-06-16
3263547;The Machinist (2004);2004;7.7 ;2004-12-03
2932100;Mujeres al borde de un ataque de "nervios" (1988);1988;7.6 ;1988-11-11
3025395;Play It to the Bone (1999);1999;5.4 ;2000-01-21
3267208;The Mask of Zorro (1998);1998;6.7 ;1998-07-17
2372895;Arlington Road (1999);1999;7.2 ;1999-07-09
2789602;King Kong (1976);1976;5.8 ;1976-12-17
3163742;Stick It (2006);2006;6.4 ;2006-04-28
3256167;The Last American Hero (1973);1973;6.3 ;1973-07-27
3271365;The Muse (1999);1999;5.6 ;1999-08-27
3408409;Wild Bill (1995);1995;5.9 ;1995-12-01
2556666;Dolphins (2000);2000;7.2 ;2000-04-14
2714460;How to Make Love Like an Englishman (2014);2014;5.8 ;2015-08-21
3067189;Remember Me (2010);2010;7.2 ;2010-03-12
3238671;The Fourth Protocol (1987);1987;6.5 ;1987-08-28
3319860;Thomas & Friends: The Great Discovery - The Movie (2008);2008;6.7 ;2008-09-09
2564777;Dream Street (2010);2010;4.7 ;2010-01-01
3268196;The Mercenaries (1968);1968;6.9 ;1968-07-03
3318261;Third and Long: The History of African Americans in Pro Football 1946-1989 (2011);2011;8.0 ;2011-12-17
3321488;Three the Hard Way (1974);1974;6.4 ;1974-06-26
2308400;A Bridge Too Far (1977);1977;7.4 ;1977-06-15
2496143;Countdown (1967);1967;6.1 ;1968-02-01
2542022;Dick Tracy (1990);1990;6.1 ;1990-06-15
2555858;Dogville (2003);2003;8.1 ;2004-04-23
2597167;Eraser (1996);1996;6.0 ;1996-06-21
2965916;North Star (1996);1996;4.8 ;1996-10-25
3054480;Rabbit, Run (1970);1970;5.5 ;1970-10-01
3242308;The Godfather: Behind the Scenes (1971);1971;7.7 ;1971-01-01
3284553;The Rain People (1969);1969;7.0 ;1969-08-27
3310715;The Way of the Gun (2000);2000;6.7 ;2000-09-08
3314850;The Yards (2000);2000;6.4 ;2000-10-27
2306636;8MM (1999);1999;6.5 ;1999-02-26
2645861;G-Force (2009);2009;5.1 ;2009-07-24
2955323;Next (2007);2007;6.2 ;2007-04-27
3055003;Racing with the Moon (1984);1984;6.8 ;1984-03-23
3234775;The Family Man (2000);2000;6.7 ;2000-12-22
3296250;The Sorcerer's Apprentice (2010);2010;6.1 ;2010-07-14
2308400;A Bridge Too Far (1977);1977;7.4 ;1977-06-15
2654484;Get Carter (2000);2000;5.1 ;2000-10-06
2684968;Harry Brown (2009);2009;7.2 ;2010-05-14
2769207;Journey 2: The Mysterious Island (2012);2012;5.8 ;2012-02-10
2916341;Miss Congeniality (2000);2000;6.1 ;2000-12-22
3108104;Secondhand Lions (2003);2003;7.6 ;2003-09-19
3180611;Sweet Liberty (1986);1986;5.7 ;1986-05-14
3238671;The Fourth Protocol (1987);1987;6.5 ;1987-08-28
3264200;The Magus (1968);1968;5.9 ;1968-12-10
3297988;The Steel Bayonet (1957);1957;5.7 ;1958-02-01
3393313;Water (1985);1985;6.1 ;1986-04-18
2516514;Das Schlangenei (1977);1977;6.7 ;1978-02-15
2569464;Dune Warriors (1991);1991;3.7 ;1991-01-18
2778805;Kandisha (2008);2008;8.0 ;2015-04-05
2854573;Life on the Road with Mr. and Mrs. Brown (2009);2009;8.2 ;2009-01-01
2983500;On the Line (1984/I);1984;5.3 ;1987-09-01
3242869;The Good Guys and the Bad Guys (1969);1969;6.1 ;1969-09-09
3358181;UnConventional (2004);2004;7.1 ;2004-10-01
3425336;You and Me (1975);1975;5.3 ;1975-06-01
2373601;Around the World in 80 Days (2004);2004;5.8 ;2004-06-16
2455456;Cannonball Run II (1984);1984;4.7 ;1984-06-29
2595430;Enter the Dragon (1973);1973;7.7 ;1973-08-19
2717049;Hung fan kui (1995);1995;6.7 ;1996-02-23
3087786;Rush Hour 2 (2001);2001;6.6 ;2001-08-03
3106631;Se ying diu sau (1978);1978;7.5 ;1982-11-01
3120010;Shanghai Noon (2000);2000;6.6 ;2000-05-26
3217610;The Cannonball Run (1981);1981;6.1 ;1981-06-19
3238041;The Forbidden Kingdom (2008);2008;6.6 ;2008-04-18
3120250;Shao Lin wu zu (1974);1974;7.1 ;1979-01-01
2333498;Aces: Iron Eagle III (1992);1992;3.3 ;1992-06-12
3099659;Satsujin ken 2 (1974);1974;6.4 ;1975-12-03
3353075;Uchu kara no messeji (1978);1978;5.1 ;1978-10-30
2882223;Magadheera (2009);2009;7.7 ;2009-07-30
2563861;Dragonball Evolution (2009);2009;2.8 ;2009-04-10
2445760;Burn After Reading (2008);2008;7.0 ;2008-09-12
3250461;The Ides of March (2011);2011;7.1 ;2011-10-07
3302396;The Thin Red Line (1998);1998;7.6 ;1999-01-15
3396890;Welcome to Collinwood (2002);2002;6.4 ;2002-10-18
2308400;A Bridge Too Far (1977);1977;7.4 ;1977-06-15
2664628;Goldfinger (1964);1964;7.8 ;1965-01-09
2742025;Indiana Jones and the Last Crusade (1989);1989;8.3 ;1989-05-24
3425158;You Only Live Twice (1967);1967;6.9 ;1967-06-13
2302611;3000 Miles to Graceland (2001);2001;5.9 ;2001-02-23
2320153;A Perfect World (1993);1993;7.5 ;1993-11-24
2444205;Bull Durham (1988);1988;7.1 ;1988-06-15
2511230;Dances with Wolves (1990);1990;8.0 ;1990-11-21
2989204;Open Range (2003);2003;7.5 ;2003-08-15
3025395;Play It to the Bone (1999);1999;5.4 ;2000-01-21
3071618;Revenge (1990/I);1990;6.2 ;1990-02-16
3221961;The Company Men (2010);2010;6.8 ;2011-02-11
3393856;Waterworld (1995);1995;6.1 ;1995-07-28
2828595;Lara Croft: Tomb Raider (2001);2001;5.7 ;2001-06-15
3051426;Quantum of Solace (2008);2008;6.7 ;2008-11-14
3077449;Road to Perdition (2002);2002;7.7 ;2002-07-12
3137366;Skyfall (2012);2012;7.8 ;2012-11-09
3203710;The Adventures of Tintin (2011);2011;7.4 ;2011-12-21
2305293;60 Odd Hours in Italy (2002);2002;7.0 ;2002-01-01
2425022;Blood Oath (1990);1990;6.7 ;1990-07-26
2440155;Broken City (2013);2013;6.2 ;2013-01-18
2963364;Noah (2014);2014;5.9 ;2014-03-28
3284130;The Quick and the Dead (1995);1995;6.4 ;1995-02-10
3299911;The Sum of Us (1994);1994;7.4 ;1995-03-08
3411377;Winter's Tale (2014);2014;6.2 ;2014-02-14
2914555;Minority Report (2002);2002;7.7 ;2002-06-21
2308527;A Bronx Tale (1993);1993;7.8 ;1993-09-29
2360851;Analyze That (2002);2002;5.9 ;2002-12-06
2374857;Arthur et les Minimoys (2006);2006;6.0 ;2007-01-12
2493693;Cop Land (1997);1997;6.9 ;1997-08-15
2573779;Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood (2003);2003;7.5 ;2003-03-09
3074755;Righteous Kill (2008);2008;6.0 ;2008-09-12
3192099;Taxi Driver (1976);1976;8.4 ;1976-02-08
3290976;The Score (2001);2001;6.8 ;2001-07-13
3318596;This Boy's Life (1993);1993;7.3 ;1993-04-23
2467408;Charlie and the Chocolate Factory (2005);2005;6.7 ;2005-07-15
3289516;The Rum Diary (2011);2011;6.2 ;2011-10-28
2388758;Babylon A.D. (2008);2008;5.6 ;2008-08-29
2622244;Find Me Guilty (2006);2006;7.1 ;2006-03-17
3100901;Saving Private Ryan (1998);1998;8.6 ;1998-07-24
2752620;It Runs in the Family (2003);2003;5.5 ;2003-04-25
3081394;Romancing the Stone (1984);1984;6.9 ;1984-03-30
3239730;The Game (1997);1997;7.8 ;1997-09-12
3292448;The Sentinel (2006);2006;6.1 ;2006-04-21
3414676;Wonder Boys (2000);2000;7.4 ;2000-02-25
2389537;Back to School (1986);1986;6.5 ;1986-06-13
2421769;Black and White (1999/I);1999;5.0 ;2000-04-05
2750242;Iron Man 3 (2013);2013;7.3 ;2013-05-03
3143497;Soapdish (1991);1991;6.5 ;1991-05-31
3414676;Wonder Boys (2000);2000;7.4 ;2000-02-25
2320153;A Perfect World (1993);1993;7.5 ;1993-11-24
2623765;Firefox (1982);1982;5.9 ;1982-06-18
3343999;Trouble with the Curve (2012);2012;6.8 ;2012-09-21
2374857;Arthur et les Minimoys (2006);2006;6.0 ;2007-01-12
2507158;D3: The Mighty Ducks (1996);1996;5.2 ;1996-10-04
3068645;Repo Man (1984);1984;6.9 ;1984-03-02
3426158;Young Guns II (1990);1990;6.4 ;1990-08-01
2315029;A Hitman in London (2015);2015;3.5 ;2015-10-13
2995295;Out There (2001);2001;6.2 ;2001-02-06
3155838;Split Decisions (1988);1988;5.2 ;1988-11-11
3198333;Terror Trap (2010);2010;3.6 ;2010-01-01
3248073;The Hit List (1993);1993;6.2 ;1993-01-17
3306594;The Underground (1997);1997;4.5 ;1997-10-28
2573779;Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood (2003);2003;7.5 ;2003-03-09
2620527;Fighting Mad (1976);1976;5.9 ;1976-10-08
2701934;Histoires extraordinaires (1968);1968;6.7 ;1969-07-23
2977771;Off the Boulevard (2011);2011;7.7 ;2011-09-07
3189188;Tammy and the Doctor (1963);1963;5.8 ;1963-05-29
3213954;The Boondock Saints II: All Saints Day (2009);2009;6.3 ;2009-12-11
3217610;The Cannonball Run (1981);1981;6.1 ;1981-06-19
3308421;The Victors (1963);1963;7.2 ;1963-12-19
3319974;Thomas and the Magic Railroad (2000);2000;3.5 ;2000-07-26
3353757;Ulee's Gold (1997);1997;7.1 ;1997-07-18
2354884;American Graffiti (1973);1973;7.5 ;1973-08-01
2361408;Anchorman 2: The Legend Continues (2013);2013;6.4 ;2013-12-18
2442272;Brüno (2009);2009;5.9 ;2009-07-10
2593860;Ender's Game (2013);2013;6.7 ;2013-11-01
2655215;Getting Straight (1970);1970;6.3 ;1970-05-13
2695827;Heroes (1977);1977;6.0 ;1977-11-17
2742025;Indiana Jones and the Last Crusade (1989);1989;8.3 ;1989-05-24
3065621;Regarding Henry (1991);1991;6.7 ;1991-07-10
3203984;The Age of Adaline (2015);2015;7.3 ;2015-04-24
3239078;The Frisco Kid (1979);1979;6.4 ;1979-07-13
3415599;Working Girl (1988);1988;6.7 ;1988-12-21
2599022;Escape from Planet Earth (2013);2013;5.9 ;2013-02-15
2645967;G.I. Joe: The Rise of Cobra (2009);2009;5.8 ;2009-08-07
2865047;Looney Tunes: Back in Action (2003);2003;5.7 ;2003-11-14
3271268;The Mummy: Tomb of the Dragon Emperor (2008);2008;5.2 ;2008-08-01
3274446;The Nut Job (2014/I);2014;5.8 ;2014-01-17
3305875;The Twilight of the Golds (1996);1996;6.8 ;1997-03-23
3197383;Tequila Sunrise (1988);1988;6.0 ;1988-12-02
3214866;The Brain Storm (2011);2011;6.8 ;2011-11-16
3400246;What Women Want (2000);2000;6.4 ;2000-12-15
3233729;The Exterminator (1980);1980;5.6 ;1980-09-19
2435226;Boyz n the Hood (1991);1991;7.8 ;1991-07-12
2684288;Hardwired (2009);2009;4.7 ;2009-11-03
2855476;Lightning Jack (1994);1994;5.4 ;1994-03-11
2965345;Norbit (2007);2007;3.9 ;2007-02-09
2996219;Outbreak (1995);1995;6.5 ;1995-03-10
2308400;A Bridge Too Far (1977);1977;7.4 ;1977-06-15
2347920;All Night Long (1981);1981;6.0 ;1981-03-06
2368205;Antz (1998);1998;6.6 ;1998-10-02
2480489;Class Action (1991);1991;6.3 ;1991-03-15
2500243;Crimson Tide (1995);1995;7.3 ;1995-05-12
2708773;Hoosiers (1986);1986;7.6 ;1987-02-27
3155838;Split Decisions (1988);1988;5.2 ;1988-11-11
3284130;The Quick and the Dead (1995);1995;6.4 ;1995-02-10
3360245;Under Fire (1983);1983;7.0 ;1983-10-21
2438258;Bride Flight (2008);2008;7.1 ;2011-06-10
2958249;Nighthawks (1981);1981;6.4 ;1981-04-04
3132514;Sin City (2005);2005;8.1 ;2005-04-01
2731894;Il mio nome è Nessuno (1973);1973;7.5 ;1974-07-17
2929633;Mr. Billion (1977);1977;5.6 ;1977-03-03
3410905;Winnetou - 2. Teil (1964);1964;6.6 ;1966-09-01
2781754;Kate & Leopold (2001);2001;6.3 ;2001-12-25
3146789;Someone Like You... (2001);2001;6.1 ;2001-03-30
3418235;X-Men: Days of Future Past (2014);2014;8.1 ;2014-05-23
2414315;Big Game (2014);2014;5.5 ;2015-06-26
2980844;Oldboy (2013);2013;5.7 ;2013-11-27
3078546;RoboCop (2014);2014;6.2 ;2014-02-12
3119060;Shaft (2000);2000;5.9 ;2000-06-16
3150382;Soul Men (2008);2008;6.5 ;2008-11-07
3233729;The Exterminator (1980);1980;5.6 ;1980-09-19
3276260;The Other Guys (2010);2010;6.6 ;2010-08-06
2411430;Beyond the Mat (1999);1999;7.6 ;2000-03-17
2645961;G.I. Joe: Retaliation (2013);2013;5.8 ;2013-03-28
2769207;Journey 2: The Mysterious Island (2012);2012;5.8 ;2012-02-10
3276260;The Other Guys (2010);2010;6.6 ;2010-08-06
3406975;Why Did I Get Married Too? (2010);2010;4.3 ;2010-04-02
2399160;Batman Forever (1995);1995;5.4 ;1995-06-16
2856902;Lincoln (2012);2012;7.4 ;2012-11-16
3166107;Stormy Monday (1988);1988;6.3 ;1988-05-01
3221961;The Company Men (2010);2010;6.8 ;2011-02-11
3384361;Volcano (1997);1997;5.4 ;1997-04-25
2380376;Atharintiki Daaredi (2013);2013;7.4 ;2013-09-26
2758133;Jalsa (2008);2008;7.2 ;2008-04-02
3124097;Shin Zatôichi monogatari: Kasama no chimatsuri (1973);1973;7.3 ;1974-04-15
3125014;Shirikurae Magoichi (1969);1969;7.0 ;1970-04-01
3420586;Yakuza bozu (1969);1969;5.0 ;1969-06-01
2537566;Desperate Measures (1998);1998;6.0 ;1998-01-30
2674821;Gung Ho (1986);1986;6.1 ;1986-03-14
2694840;Herbie Fully Loaded (2005);2005;4.7 ;2005-06-22
2756047;Jack Frost (1998);1998;5.2 ;1998-12-11
2963362;Noah (2012/III);2012;5.8 ;2012-01-01
3078546;RoboCop (2014);2014;6.2 ;2014-02-12
3276260;The Other Guys (2010);2010;6.6 ;2010-08-06
3336580;Toy Story 3 (2010);2010;8.4 ;2010-06-18
2350614;Aloha Summer (1988);1988;5.5 ;1988-02-26
2595453;Enter the Ninja (1981);1981;5.0 ;1981-10-02
2959464;Nine Deaths of the Ninja (1985);1985;3.1 ;1985-04-01
3133367;Singh Is Kinng (2008);2008;5.4 ;2008-08-08
3396678;Welcome (2007/I);2007;6.4 ;2007-12-21
2633790;Fortress (1992);1992;5.8 ;1993-09-03
2699002;Highlander III: The Sorcerer (1994);1994;4.3 ;1995-01-27
2792941;Knight Moves (1992);1992;6.0 ;1993-01-22
2965916;North Star (1996);1996;4.8 ;1996-10-25
3171451;Subway (1985);1985;6.5 ;1985-11-06
3293937;The Sicilian (1987);1987;5.3 ;1987-10-23
2427082;Blue Streak (1999);1999;6.2 ;1999-09-17
2431744;Boomerang (1992);1992;5.4 ;1992-07-01
2595430;Enter the Dragon (1973);1973;7.7 ;1973-08-19
2467408;Charlie and the Chocolate Factory (2005);2005;6.7 ;2005-07-15
2545492;Die Schlangengrube und das Pendel (1967);1967;6.1 ;1969-05-21
2639891;Fright Night (1985);1985;7.1 ;1985-08-02
2815291;La frusta e il corpo (1963);1963;6.9 ;1965-12-10
3191402;Taste of Fear (1961);1961;7.4 ;1961-08-22
3304629;The Treasure of San Teresa (1959);1959;5.7 ;1962-10-01
3315739;Theatre of Death (1967);1967;5.7 ;1967-11-01
3329200;To the Devil a Daughter (1976);1976;5.8 ;1976-07-01
2442352;Bu ze shou duan (1978);1978;5.5 ;1980-01-01
2509165;Dai ying xiong (1983);1983;7.3 ;1983-01-01
2595454;Enter the Panther (1976);1976;4.6 ;1982-01-01
3323129;Tian huang ju xing (1976);1976;4.7 ;1976-01-01
2497967;Cradle 2 the Grave (2003);2003;5.8 ;2003-02-28
3238041;The Forbidden Kingdom (2008);2008;6.6 ;2008-04-18
3271268;The Mummy: Tomb of the Dragon Emperor (2008);2008;5.2 ;2008-08-01
2908435;Mexican Gangster (2008);2008;4.5 ;2009-11-25
2908435;Mexican Gangster (2008);2008;4.5 ;2009-01-01
2908435;Mexican Gangster (2008);2008;4.5 ;2008-11-01
2896895;Masters of the Universe (1987);1987;5.3 ;1987-08-07
3136605;Skin Trade (2014);2014;5.8 ;2015-05-08
3363599;Universal Soldier (1992);1992;5.9 ;1992-07-10
2430499;Bond 1973: The Lost Documentary (1973);1973;7.0 ;1973-01-01
2505134;Curse of the Pink Panther (1983);1983;4.3 ;1983-12-12
2664191;Gold of the Seven Saints (1961);1961;6.4 ;1961-02-18
2860135;Live and Let Die (1973);1973;6.8 ;1973-06-27
3015225;Perfect Strangers (1945);1945;7.1 ;1945-11-01
3019723;Piccadilly Incident (1946);1946;6.9 ;1948-08-04
3217610;The Cannonball Run (1981);1981;6.1 ;1981-06-19
3254966;The King's Thief (1955);1955;5.8 ;1955-08-05
2304008;48 Hrs. (1982);1982;6.9 ;1982-12-08
2431744;Boomerang (1992);1992;5.4 ;1992-07-01
2908091;Metro (1997);1997;5.4 ;1997-01-17
2965345;Norbit (2007);2007;3.9 ;2007-02-09
2970579;Nutty Professor II: The Klumps (2000);2000;4.3 ;2000-07-28
3127517;Shrek (2001);2001;7.9 ;2001-05-18
3246534;The Haunted Mansion (2003);2003;4.9 ;2003-11-26
3337197;Trading Places (1983);1983;7.5 ;1983-06-08
2361408;Anchorman 2: The Legend Continues (2013);2013;6.4 ;2013-12-18
2674647;Gun Shy (2000);2000;5.7 ;2000-02-04
2964982;Non-Stop (2014);2014;7.0 ;2014-02-28
3099574;Satisfaction (1988);1988;4.7 ;1988-02-12
3246571;The Haunting (1999);1999;4.9 ;1999-07-23
3274446;The Nut Job (2014/I);2014;5.8 ;2014-01-17
2715562;Huang mian lao hu (1974);1974;3.9 ;1981-09-01
2569780;Duplicity (2009);2009;6.2 ;2009-03-20
2589123;Elizabeth: The Golden Age (2007);2007;6.9 ;2007-10-12
